transcript_name,eps_name,confidence,transcript_filepath,eps_value
Ituran Location and Control,ITURAN LOCATION AND CONTROL LTD,100.0,transcripts_by_company/Ituran_Location_and_Control_2013Q2.txt,1.0
Cargotec,AROTECH CORP.,80.0,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,-0.98
"MAP Pharmaceuticals, Inc.",MAP PHARMACEUTICALS INC,100.0,transcripts_by_company/MAP_Pharmaceuticals_Inc_2011Q1.txt,-2.01
QLIK TECHNOLOGIES INC,QLIK TECHNOLOGIES INC,100.0,transcripts_by_company/Qlik_Technologies_Inc_2016Q1.txt,0.21
Motricity,MOTRICITY INC,100.0,transcripts_by_company/Motricity_2011Q1.txt,0.39
Ormat Technologies Inc.,ORMAT TECHNOLOGIES INC,100.0,transcripts_by_company/Ormat_Technologies_Inc_2015Q1.txt,0.82
Gerdau SA,GERDAU (COSIGUA),100.0,transcripts_by_company/Gerdau_SA_2015Q3.txt,0.26
NV Energy,NV ENERGY INC,100.0,transcripts_by_company/MGIC_Investment_2006Q3.txt,0.96
Ascena Retail Group Inc,ASCENA RETAIL GROUP INC,100.0,transcripts_by_company/Ascena_Retail_Group_Inc_2017Q1.txt,0.57
IntriCon,INTRICON CORP,100.0,transcripts_by_company/IntriCon_2011Q1.txt,
International Isotopes Inc.,INTERNATIONAL ISOTOPES,100.0,transcripts_by_company/International_Isotopes_Inc_2011Q1.txt,
Amtech Systems.,AMTECH CORP,100.0,transcripts_by_company/Wind_River_Systems_2007Q2.txt,0.02
Maiden Holdings Ltd.,MAIDEN HOLDINGS LTD,100.0,transcripts_by_company/Maiden_Holdings_Ltd_2015Q4.txt,1.02
Suncorp Group Limited,SCO GROUP INC,81.81818181818181,transcripts_by_company/FedEx_Corp_2006Q2.txt,-0.02
SES GLOBAL SA,GLOBAL SOURCES LTD.,83.33333333333333,transcripts_by_company/SES_GLOBAL_SA_2011Q1.txt,0.61
Terna Rete Elettrica Nazionale SpA,ENEL ENTE NAZIONALE PER L'ENERGI,64.61538461538461,transcripts_by_company/Kimball_International_2007Q2.txt,1.12
Terna S.p.A.,SEPTERNA INC,82.35294117647058,transcripts_by_company/Kimball_International_2007Q2.txt,
Bharti Airtel Limited,VARI CARE INC,63.63636363636363,transcripts_by_company/Delta_Air_Lines_2003Q2.txt,0.09
HORNBECK OFFSHORE SERVICES INC,HORNBECK OFFSHORE SERVICES INC,100.0,transcripts_by_company/Hornbeck_Offshore_Services_Inc_2014Q3.txt,1.33
Sunopta Inc,SUNOPTA INC,100.0,transcripts_by_company/SunOpta_Inc_2014Q3.txt,0.32
COFINIMMO SA,CONVIO INC,66.66666666666666,transcripts_by_company/COFINIMMO_SA_2011Q1.txt,0.38
"Embotelladoras Arca, S.A.B. de C.V",VITRO SAB DE CV,75.0,transcripts_by_company/Embotelladoras_Arca_SAB_de_CV_2011Q1.txt,
"Grupo Modelo, S.A.B. de C.V.",GRUPO MODELO SA,100.0,transcripts_by_company/Grupo_Modelo_SAB_de_CV_2011Q1.txt,
SunGard Data Systems Inc.,SUNGARD DATA SYS INC,88.88888888888889,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.38
ECA Marcellus Trust I,ECA MARCELLUS TRUST I,100.0,transcripts_by_company/ECA_Marcellus_Trust_I_2011Q1.txt,1.19
Stryker Corporations,STRYKER CORP,100.0,transcripts_by_company/Stryker_Corporations_2011Q2.txt,0.9
OdontoPrev,COOPER DEV,60.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.13
"Live Nation Entertainment, Inc",LIVE ENTERTAINMENT,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.3
Globe Specialty Metals,GLOBE SPECIALTY METALS INC,100.0,transcripts_by_company/Globe_Specialty_Metals_2011Q1.txt,0.13
Amerigo Resources Ltd.,LARGO RESOURCES LTD,87.5,transcripts_by_company/Amerigo_Resources_Ltd_2023Q3.txt,
Neptune Orient Lines Limited,NEPTUNE ORIENT LINES,100.0,transcripts_by_company/Finish_Line_2007Q3.txt,
Natura Cosmeticos SA,COSMETIC & FRAG,68.75,transcripts_by_company/Saba_2006Q1.txt,0.32
The Goodyear Tire &amp; Rubber Company,GOODYEAR TIRE  RUBBER CO,100.0,transcripts_by_company/The_Goodyear_Tire_and_Rubber_Company_CurrentQ4.txt,0.5
SIRIUS XM Radio Inc.,SIRIUS XM RADIO INC,100.0,transcripts_by_company/Sirius_XM_RAdio_Inc_2013Q3.txt,0.01
"Alon USA ENergy, Inc.",ALON USA ENERGY INC,100.0,transcripts_by_company/Alon_USA_ENergy_Inc_2011Q1.txt,-2.41
Descartes Systems Group Inc.,DESCARTES SYSTEMS GROUP (THE),100.0,transcripts_by_company/Descartes_Systems_Group_Inc_2016Q4.txt,0.42
Global Cash Access Holdings Inc,GLOBAL CASH ACCESS HOLDINGS INC,100.0,transcripts_by_company/Global_Cash_Access_Holdings_Inc_2013Q1.txt,0.54
"CBIZ, Inc",CBIZ INC,100.0,transcripts_by_company/CBIZ_Inc_2007Q1.txt,0.53
Fibria Celulose SA,FIBRIA CELULOSE SA,100.0,transcripts_by_company/Fibria_Celulose_SA_2017Q1.txt,0.31
"Diebold, Incorporated",DIEBOLD INC,100.0,transcripts_by_company/Diebold_Incorporated_2023Q2.txt,2.33
Migao Corporation,IGO CORPORATION,75.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.96
WAJAX CORP,AMAX INC,66.66666666666666,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.77
TECHNOLOGIES LTD,"ASANTE TECHNOLOGIES, INC.",100.0,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,
Hanfeng Evergreen Inc.,EVERGREEN RES INC,81.81818181818181,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.39
"Demand Media, Inc.",DEMAND MEDIA INC,100.0,transcripts_by_company/Demand_Media_Inc_2014Q1.txt,0.06
Hansen Medical,HANSEN MEDICAL INC,100.0,transcripts_by_company/Hansen_Medical_2013Q2.txt,-1.02
Downer EDI Limited,POWER REIT,70.0,transcripts_by_company/Downer_EDI_Limited_2023Q3.txt,
African Barrick Gold Limited,BARRICK GOLD CORP,100.0,transcripts_by_company/African_Barrick_Gold_Limited_2011Q1.txt,3.32
African Barrick Gold plc,BARRICK GOLD CORP,100.0,transcripts_by_company/African_Barrick_Gold_PLC_2014Q4.txt,3.32
Magma Energy Corp.,MAGMA ENERGY INC,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,
Promethean World plc,EROS MEDIA WORLD PLC,68.75,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
"Grupo KUO, S.A.B de C.V.",GRUPO MEXICO SAB DE CV,88.23529411764706,transcripts_by_company/FedEx_Express_2002Q1.txt,
Charles Schwab Corporation,CHARLES SCHWAB CORP,100.0,transcripts_by_company/Charles_Schwab_Corporation_2014Q1.txt,0.38
Apogee Enterprises Inc,APOGEE ENTERPRISES INC,100.0,transcripts_by_company/Apogee_Enterprises_Inc_2016Q2.txt,-0.08
Harsco Corp,HARSCO CORP,100.0,transcripts_by_company/Harsco_Corp_2014Q2.txt,0.4
Brasil Insurance Paticipacoes e ADM,FAI INSURANCE,81.81818181818181,transcripts_by_company/Brasil_Insurance_Paticipacoes_e_ADM_2011Q1.txt,
Brasil Insurance Participacoes e Administracao S.A.,BRASIL TELECOM PARTICIPACOES SA,83.33333333333333,transcripts_by_company/Brasil_Insurance_Participacoes_e_Administracao_SA_2011Q3.txt,-0.75
"Equitable Group, Inc.",EQUITABLE COS INC,81.81818181818181,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,1.22
SEEK,SEEC INC,75.0,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,-0.36
ING Industrial Fund,INDUSTRIAL FDG CORP,84.84848484848484,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,0.03
Charter Hall Office REIT,CHARTER CO,100.0,transcripts_by_company/Reinsurance_Group_of_America_2012Q1.txt,0.03
"Motorola Solutions, Inc.",MOTOROLA INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,3.37
KV Pharmaceutical Company,KV PHARMACEUTICAL CO,100.0,transcripts_by_company/WD-40_Company_2007Q3.txt,0.25
"Overhill Farms, Inc.",OVERHILL FARMS INC,100.0,transcripts_by_company/Overhill_Farms_Inc_2012Q2.txt,
Embraer S.A.,EMBRAER (PNA),100.0,transcripts_by_company/A_Schulman_2007Q2.txt,0.54
MDU Communications International Inc.,EZ COMMUNICATIONS INC,90.3225806451613,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.54
REPUBLIC AIRWAYS HLDGS INC,AIRWAYS CORPORATION,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.6
Generac Holdings Inc,GENERAC HOLDINGS INC,100.0,transcripts_by_company/Generac_Holdings_Inc_2013Q4.txt,1.73
Atrium Inc.,TERNIUM SA,76.92307692307692,transcripts_by_company/Atrium_Inc_2011Q1.txt,3.1
Progenics Pharmaceuticals,PROGENICS PHARMACEUTICALS INC,100.0,transcripts_by_company/Progenics_Pharmaceuticals_2015Q4.txt,-2.14
"CC Media Holdings, Inc.",CC MEDIA HOLDINGS INC,100.0,transcripts_by_company/CC_Media_Holdings_Inc_2012Q4.txt,-5.68
Parmalat,PARAVANT,75.0,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,0.25
Group Steria,ERA GROUP INC,85.71428571428571,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
CapitaLand Group,GORAN CAPITAL INC,78.26086956521739,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
Qlik Technologies Inc.,QLIK TECHNOLOGIES INC,100.0,transcripts_by_company/Qlik_Technologies_Inc_2016Q2.txt,0.21
Inphi Corporation,INPHI CORP,100.0,transcripts_by_company/Inphi_Corporation_2023Q2.txt,0.46
Rambus Inc,RAMBUS INC,100.0,transcripts_by_company/Rambus_Inc_2017Q1.txt,1.3
"Coinstar, Inc",COINSTAR INC,100.0,transcripts_by_company/Coinstar_Inc_2012Q4.txt,2.03
"Optimer Pharmaceuticals, Inc.",OPTIMER PHARMACEUTICALS INC,100.0,transcripts_by_company/Optimer_Pharmaceuticals_Inc_2013Q1.txt,-1.25
"A123 Systems, Inc.",A123 SYSTEMS INC,100.0,transcripts_by_company/A123_Systems_Inc_2011Q3.txt,-1.46
"Research Frontiers, Inc",RESEARCH FRONTIER INC.,97.14285714285714,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
IntegraMed America Inc.,INTEGRAMED AMERICA INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.08
Alpha Natural Resources Inc.,ALPHA NATURAL RESOURCES INC,100.0,transcripts_by_company/Alpha_Natural_Resources_Inc_2011Q4.txt,2.16
"Amyris, Inc.",AMYRIS INC,100.0,transcripts_by_company/Amyris_Inc_2018Q3.txt,-4.25
Equinix Inc,EQUINIX INC,100.0,transcripts_by_company/EQUINIX_INC_2005Q2.txt,0.82
Cineplex Inc.,CINEPLEX CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.09
GAIN Capital,GAIN CAPITAL HOLDINGS INC,100.0,transcripts_by_company/GAIN_Capital_2013Q1.txt,0.9
AT Cross Company,AT CROSS CO,100.0,transcripts_by_company/AT_Cross_Company_2011Q1.txt,0.49
BRE Properties Inc,BRE PROPERTIES,100.0,transcripts_by_company/BRE_PROPERTIES_INC_2012Q3.txt,0.15
Quad Graphics Inc,VISUAL GRAPHICS,78.57142857142857,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.97
OneSteel,FANSTEEL INC,75.0,transcripts_by_company/Capital_One_2007Q1.txt,7.0
Addus Homecare Corp.,ADDUS HOMECARE CORP,100.0,transcripts_by_company/Addus_Homecare_Corp_2012Q4.txt,0.58
Frontier Communications,FRONTIER COMMUNICATIONS CORP,100.0,transcripts_by_company/Frontier_Communications_2011Q1.txt,0.48
Fuel Tech Inc,FUEL TECH INC,100.0,transcripts_by_company/Fuel_Tech_Inc_2014Q1.txt,0.07
DHX Media Ltd,DHX MEDIA LTD,100.0,transcripts_by_company/Martha_Stewart_Living_Omnimedia_2007Q2.txt,0.07
Rand Worldwide Inc.,ACI WORLDWIDE INC,81.81818181818181,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.8
Nestle SA,NESTLE S A R,100.0,transcripts_by_company/Nestle_SA_2016Q1.txt,2.49
"Tianyin Pharmaceutical, Inc.",TIANYIN PHARMACEUTICAL CO INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.4
"Emdeon, Inc.",EMDEON CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.09
Carlisle Companies Inc,CARLISLE COMPANIES INC,100.0,transcripts_by_company/Carlisle_Companies_Inc_2014Q3.txt,0.89
TPC Group,TPC CORPORATION,100.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.27
COLFAX CORP,COLFAX CORP,100.0,transcripts_by_company/Colfax_Corp_2012Q2.txt,0.92
Dollar Tree,DOLLAR TREE INC,100.0,transcripts_by_company/Dollar_Tree_2011Q1.txt,3.24
Mandarin Oriental International Limited,MANDARIN ORIENTAL,100.0,transcripts_by_company/Kimball_International_2007Q2.txt,
Pacific Biosciences of California,PACIFIC BIOSCIENCES OF CALIFORNI,98.46153846153848,transcripts_by_company/Pacific_Biosciences_of_California_2016Q4.txt,-14.1
"Apollo Group, Inc",APOLLO EDUCATION GROUP INC,100.0,transcripts_by_company/Apollo_Group_Inc_2011Q1.txt,0.83
NET Servicos de Comunicacao S.A.,NET SERVICOS DE COMUNICACAO SA,100.0,transcripts_by_company/Net_Servicos_de_Comunicacao_SA_2006Q1.txt,0.045
Bank Sarasin &amp; Company. Ltd.,STRAN & COMPANY INC,75.67567567567568,transcripts_by_company/Bank_Sarasin_and_Company_Ltd_2011Q3.txt,-0.02
Bunzl Plc,BUNZL PLC,100.0,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,
iRobot,IROBOT CORP,100.0,transcripts_by_company/iRobot_2017Q1.txt,0.27
TFS Financial Corp,TFS FINANCIAL CORP,100.0,transcripts_by_company/TFS_Financial_Corp_2011Q1.txt,-0.02
"RealPage, Inc.",REALPAGE INC,100.0,transcripts_by_company/RealPage_Inc_2021Q4.txt,0.2
"Tandy Brands Accessories, Inc",TANDY BRANDS ACCESSORIES INC,100.0,transcripts_by_company/Tandy_Brands_Accessories_Inc_2011Q1.txt,
WaterFurnace Renewable Energy Inc.,WATERFURNACE RENEWABLE ENERGY IN,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.3
Grupo Antena 3,ASHTEAD GROUP PLC,66.66666666666666,transcripts_by_company/3DO_2003Q1.txt,
AutoNavi Holdings Ltd.,AUTONAVI HOLDINGS LTD,100.0,transcripts_by_company/AutoNavi_Holdings_Ltd_2014Q1.txt,0.56
Archipelago Learning Inc,ARCHIPELAGO LEARNING INC,100.0,transcripts_by_company/Archipelago_Learning_Inc_2011Q1.txt,0.27
LTX-Credence Corporation,LTX-CREDENCE CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.19
"Valmont Industries, Inc",VALMONT INDUSTRIES INC,100.0,transcripts_by_company/Valmont_Industries_Inc_2011Q2.txt,0.97
Faro Technologies,FARO TECHNOLOGIES INC,100.0,transcripts_by_company/Faro_Technologies_2011Q1.txt,0.68
TransAtlantic Petroleum Ltd.,TRANSATLANTIC PETROLEUM CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.05
Appleton Partners Inc,BGC PARTNERS INC,80.0,transcripts_by_company/Appleton_Partners_Inc_2011Q1.txt,0.67
"Ruth’s Hospitality Group, Inc.",RUTH'S HOSPITALITY GROUP INC,100.0,transcripts_by_company/Ruths_Hospitality_Group_Inc_2011Q1.txt,0.32
"Apollo Commercial Real Estate, Inc.",APOLLO COMMERCIAL REAL ESTATE FI,100.0,transcripts_by_company/Apollo_Commercial_Real_Estate_Inc_2011Q1.txt,0.87
LyondellBasell Industries N.V.,LYONDELLBASELL INDUSTRIES NV,100.0,transcripts_by_company/LyondellBasell_Industries_NV_2022Q2.txt,2.41
Talison Lithium Ltd,ATLAS LITHIUM CORP,78.57142857142857,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,-0.6
AltaGas Ltd.,ALTABA INC,76.92307692307692,transcripts_by_company/AltaGas_Ltd_2018Q2.txt,
Stanley Black &amp; Decker,BLACK & DECKER CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,3.01
Ellington Financial,ELLINGTON FINANCIAL INC,100.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.45
Ancestry.com Inc.,ANCESTRY.COM INC,100.0,transcripts_by_company/Ancestrycom_Inc_2012Q2.txt,0.76
Teekay LNG Partners LP,TEEKAY CORP,100.0,transcripts_by_company/Teekay_LNG_Partners_LP_2006Q1.txt,-1.67
Country Style Cooking International Restaurant Chain Group,COUNTRY STYLE COOKING RESTAURANT,100.0,transcripts_by_company/Country_Style_Cooking_International_Restaurant_Chain_Group_2011Q1.txt,0.43
The Warehouse Group,CD WAREHOUSE INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Reliance Communications,RELIANCE INC,100.0,transcripts_by_company/Reliance_Communications_2011Q1.txt,2.62
UNIT4 NV,UNIT CORPORATION,88.88888888888889,transcripts_by_company/Unit4_NV_2013Q3.txt,3.09
Aixtron SE,AIXTRON SE,100.0,transcripts_by_company/AIXTRON_SE_2016Q1.txt,1.9
Tessenderlo Group,ESSENTRA PLC,63.1578947368421,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
TEEKAY OFFSHORE PARTNERS L P,TEEKAY CORP,100.0,transcripts_by_company/TEEKAY_OFFSHORE_PARTNERS_L_P_2011Q1.txt,-1.67
Shanda Games Limited,SHANDA GAMES LTD,100.0,transcripts_by_company/Shanda_Games_Limited_2013Q3.txt,0.68
Primus Telecommunications Group Inc,PRIMUS TELECOMMUNICATIONS GP,94.91525423728814,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Iberdrola Renovables SA,IBERDROLA SA,100.0,transcripts_by_company/Iberdrola_Renovables_SA_2011Q1.txt,
Triangle Capital Corp,TRIANGLE CAPITAL CORP,100.0,transcripts_by_company/Triangle_Capital_Corp_2013Q1.txt,1.58
Verisk Analytics Inc.,VERISK ANALYTICS INC,100.0,transcripts_by_company/Verisk_Analytics_Inc_2011Q4.txt,1.4
Vicwest Inc.,WEST CO,72.72727272727272,transcripts_by_company/Vicwest_Inc_2014Q1.txt,2.31
"Remedent, Inc.",REMEDENT INC,100.0,transcripts_by_company/Remedent_Inc_2011Q1.txt,
FleetCor Technologies Inc.,FLEETCOR TECHNOLOGIES INC,100.0,transcripts_by_company/Fleetcor_Technologies_Inc_2017Q1.txt,0.47
"interclick, inc.",INTERCLICK INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.01
Mead Johnson Nutrition Co.,JOHNSON  JOHNSON,100.0,transcripts_by_company/Mead_Johnson_Nutrition_Co_2011Q4.txt,4.76
The Gap Inc.,GAP INC,100.0,transcripts_by_company/The_Gap_Inc_2011Q1.txt,1.88
Vector,VECTOR AUTOMATIO,100.0,transcripts_by_company/Toys_R_Us_2004Q2.txt,
Drax Group Plc,DRAX GROUP PLC,100.0,transcripts_by_company/Drax_Group_PLC_2017Q1.txt,
Marfin Popular Bank Ltd.,POPULAR INC,100.0,transcripts_by_company/Independence_Community_Bank_Corp_2002Q3.txt,0.72
Natural Gas Services Group Inc.,GAS NATURAL INC,100.0,transcripts_by_company/Natural_Gas_Services_Group_Inc_2011Q1.txt,0.92
"Prudential Financial, Inc",PRUDENTIAL FINANCIAL INC,100.0,transcripts_by_company/Prudential_Financial_Inc_2011Q3.txt,1.71
Davis + Henderson Corp,HENDERSON INVESTMENT LTD,75.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.76
"Sturm, Ruger &amp; Co., Inc.",STURM RUGER  CO INC,100.0,transcripts_by_company/Sturm_Ruger_and_Co_Inc_2018Q3.txt,1.46
Red Lions Hotels Corporation,RED LION HOTELS CORP,96.7741935483871,transcripts_by_company/Red_Lions_Hotels_Corporation_2011Q1.txt,-0.25
"Hollysys Automation Technologies, Ltd.",HOLLYSYS AUTOMATION TECHNOLOGIES,100.0,transcripts_by_company/HollySys_Automation_Technologies_Ltd_2017Q3.txt,0.27
Daqo New Energy Corp,DAQO NEW ENERGY CORP,100.0,transcripts_by_company/Daqo_New_Energy_Corp_2012Q3.txt,2.32
KU6 Media Co Ltd,CUR MEDIA INC,76.19047619047619,transcripts_by_company/Ku6_Media_Co_Ltd_2013Q1.txt,
Ardent Leisure Group,TRAVEL + LEISURE CO,71.42857142857143,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.39
Kier Group plc,KERR GROUP INC,90.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.04
Javelin,JAVELIN MORTGAGE INVESTMENT,100.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,1.88
"Promotora de Informaciones, S.A","INFORMATION STORAGE DEVICES, INC",67.9245283018868,transcripts_by_company/FedEx_Express_2002Q1.txt,-0.02
Federal National Mortgage Association,FEDERAL CO,100.0,transcripts_by_company/Kimball_International_2007Q2.txt,
International Airlines Group,IRIS INTERNATIONAL INC,90.0,transcripts_by_company/International_Airlines_Group_2011Q1.txt,0.17
Cubic Energy,CUBIC CORP,100.0,transcripts_by_company/Cubic_Energy_2011Q1.txt,0.74
HealthStream Inc.,HEALTHSTREAM INC,100.0,transcripts_by_company/HealthStream_Inc_2003Q4.txt,0.18
Trinidad Drilling Limited,STANDARD DRILLING INC,82.35294117647058,transcripts_by_company/Trinidad_Drilling_Limited_2011Q1.txt,
"STR Holdings, Inc",STR HOLDINGS INC,100.0,transcripts_by_company/STR_Holdings_Inc_2011Q1.txt,1.52
Iridium Communications Inc,IRIDIUM COMMUNICATIONS INC,100.0,transcripts_by_company/Iridium_Communications_Inc_2015Q2.txt,0.31
Exterran Holdings and Partners,EXTERRAN CORP,100.0,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,-0.21
Altair Nanotechnologies Inc.,ALTAIR NANOTECHNOLOGIES INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.2
"LaBranche &amp; Co, Inc.",LABRANCHE & COMPANY,100.0,transcripts_by_company/LaBranche_and_Co_Inc_2011Q1.txt,-0.56
Bitauto Holdings Limited,BITAUTO HOLDINGS LTD,100.0,transcripts_by_company/Bitauto_Holdings_Limited_2018Q2.txt,0.32
Mirvac Group,MIVA INC,80.0,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.07
Centrica plc,CENTRICA PLC,100.0,transcripts_by_company/Centrica_Plc_2006Q1.txt,
Bank Sarasin &amp; Cie AG,M & T BANK CORP,75.0,transcripts_by_company/Bank_Sarasin_and_Cie_AG_2011Q1.txt,5.69
Fortegra Financial Corporation,FORTEGRA FINANCIAL CORP,100.0,transcripts_by_company/Fortegra_Financial_Corporation_2012Q3.txt,0.2
Penn West Exploration,WEST CO,100.0,transcripts_by_company/East_West_Bancorp_2007Q3.txt,2.31
"Kronos Worldwide, Inc.",KRONOS INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.46
Manualife Financial Corporation,MANULIFE FINANCIAL CORP,97.29729729729728,transcripts_by_company/Manualife_Financial_Corporation_2011Q2.txt,0.53
Omega Protein,OMEGA PROTEIN CORPORATION,100.0,transcripts_by_company/Omega_Protein_2011Q1.txt,0.97
EXL Service Holdings Inc.,EXLSERVICE HOLDINGS INC,97.43589743589745,transcripts_by_company/EXL_Service_Holdings_Inc_2013Q4.txt,0.88
Gulf Island Fabrication Inc.,GULF ISLAND FABRICATION INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.9
Universal Forest Products Inc,"UNIVERSAL FOREST PRODUCTS, INC.",100.0,transcripts_by_company/Universal_Forest_Products_Inc_2014Q4.txt,0.33
Chunghwa Telecom Company Ltd.,TELECOM CP,82.35294117647058,transcripts_by_company/Chunghwa_Telecom_Company_Ltd_2011Q1.txt,0.01
AREVA Cl,AREVA SA,100.0,transcripts_by_company/Clarcor_2003Q1.txt,-0.65
A.P. Moeller-Maersk A/S,A.P. MOLLER-MAERSK A/S,97.43589743589745,transcripts_by_company/AP_Moeller-Maersk_AS_2015Q4.txt,
Carmike Cinemas Inc,CARMIKE CINEMAS INC,100.0,transcripts_by_company/Carmike_Cinemas_Inc_2013Q2.txt,-0.99
Duke Realty,DUKE REALTY CORP,100.0,transcripts_by_company/Duke_Realty_2011Q1.txt,-0.07
FXCM Incorporated,FXCM INC,100.0,transcripts_by_company/FXCM_Incorporated_2011Q1.txt,0.92
LSB Industries Inc.,LSB CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.25
Outdoor Channel Holdings Inc,CLEAR CHANNEL OUTDOOR HOLDINGS I,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.01
"Sajan, Inc.",SAJAN INC,100.0,transcripts_by_company/Sajan_Inc_2012Q1.txt,-0.2
"Supreme Industries, Inc.",SUPREME INDUSTRIES INC,100.0,transcripts_by_company/Supreme_Industries_Inc_2017Q3.txt,
Radio One Incorporated,RADIO ONE INC,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.07
"NetSpend Holdings, Inc.",NETSPEND HOLDINGS INC,100.0,transcripts_by_company/Netspend_Holdings_Inc_2012Q3.txt,0.38
CLS Holdings Plc,CLS HOLDINGS USA INC,100.0,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,
Biotie Therapies Corporation,BIOTIE THERAPIES CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.8
Diageo Plc,DIAGEO PLC,100.0,transcripts_by_company/Novartis_AG_2006Q2.txt,
Rotork plc,BROOKE CORP,66.66666666666666,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,-0.76
Medivir AB,VDI MEDIA,75.0,transcripts_by_company/Saba_2006Q1.txt,0.0
Caesars Entertainment Corporation,CAESARS ENTERTAINMENT CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-1.44
Brown -Forman Corp,BROWN CO,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,
Ashmore Group PLC,HAMPSHIRE GROUP LTD,78.57142857142857,transcripts_by_company/Ashmore_Group_plc_2016Q1.txt,
Fresnillo Plc,FIRST ILL CORP,66.66666666666666,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.2
