transcript_name,eps_name,confidence,transcript_filepath,eps_value
Ipsidy Inc.,IPI INC,66.66666666666666,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.09
"Parts iD, Inc.",PARTS ID INC,100.0,transcripts_by_company/PARTS_iD_Inc_2023Q2.txt,0.02
Kontrol Technologies Corp.,EP TECHNOLOGIES,88.88888888888889,transcripts_by_company/FedEx_Corp_2006Q2.txt,-0.05
Shearwater Group PLC,CS GROUP INC,76.92307692307692,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.25
Informatica Inc.,INFORMATICA CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.37
Cansortium Inc.,CONSTELLIUM NV,66.66666666666666,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.41
Induction Healthcare Group PLC,DS HEALTHCARE GROUP INC,91.42857142857144,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.03
Ellaktor SA,WELLTOWER INC,70.58823529411765,transcripts_by_company/Ellaktor_SA_2023Q4.txt,0.42
BQE Water Inc.,BOWATER INC,75.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-1.05
Record plc,NATIONAL RECORD MART INC.,100.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,-0.36
Longboat Energy plc,FX ENERGY GROUP,80.0,transcripts_by_company/Duke_Energy_Corporation_CurrentQ4.txt,-0.07
Nemaura Medical Inc.,NEMAURA MEDICAL INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.01
Medincell SA,MEDICORE INC,70.58823529411765,transcripts_by_company/Saba_2006Q1.txt,0.0
"Guardion Health Sciences, Inc.",GUARDION HEALTH SCIENCES INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.07
Rocket Lab,ROCKET LAB USA INC,100.0,transcripts_by_company/Rocket_Lab_2023Q4.txt,-0.09
Entheon Biomedical Corp.,ID BIOMEDICAL CORPORATION,86.95652173913044,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.681
Trillion Energy International Inc.,TRILLION ENERGY INTERNATIONAL IN,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
"ProtoKinetix, Incorporated",K2 INCORPORATED,88.88888888888889,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.29
Jubilee Metals Group PLC,CS GROUP INC,76.92307692307692,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.25
Arrival SA,ARRIVAL GROUP SA,100.0,transcripts_by_company/Saba_2006Q1.txt,
European Distributed Energy Assets Holding AS,NCL HOLDING AS,83.33333333333333,transcripts_by_company/Datascope_2005Q2.txt,0.16
Shoppers Stop Limited,STOP & SHOP,75.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.15
Cosmo Films Limited,COSMO COMMS,72.72727272727272,transcripts_by_company/Journal_Register_Co_2002Q2.txt,0.05
Egetis Therapeutics AB,EDGEWISE THERAPEUTICS INC,90.0,transcripts_by_company/Egetis_Therapeutics_AB_2023Q1.txt,-1.14
Platzer Fastigheter Holding AB,ARM HOLDING PLC,77.77777777777777,transcripts_by_company/Platzer_Fastigheter_Holding_AB_2023Q2.txt,0.38
Svedbergs Group,ENERGAS CO,62.5,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,1.52
Heritage Foods Limited,HIBERNIA FOODS PLC,78.57142857142857,transcripts_by_company/ConAgra_Foods_Inc_2006Q3.txt,-0.45
Oriental Aromatics Limited,MANDARIN ORIENTAL,68.57142857142857,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,
Ramco Cements Limited,RAMCO,100.0,transcripts_by_company/Journal_Register_Co_2002Q2.txt,
Nucleus Software Exports Ltd,NUCLEUS INC,100.0,transcripts_by_company/Take-Two_Interactive_Software_Inc_2004Q1.txt,
InfoBeans Technologies Ltd,EP TECHNOLOGIES,88.88888888888889,transcripts_by_company/InfoBeans_Technologies_Ltd_2023Q1.txt,-0.05
Welspun Enterprises Limited,LUND ENTERPRISES,85.71428571428571,transcripts_by_company/Apogee_Enterprises_2007Q4.txt,
SGS S.A.,SGS SA,100.0,transcripts_by_company/SGS_SA_2023Q4.txt,0.92
HSIL Limited,HESAI GROUP,66.66666666666666,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.01
Efecte Oyj,NESTE OYJ,73.6842105263158,transcripts_by_company/Stora_Enso_Oyj_2023Q4.txt,
Crayon Group Holding ASA,CURO GROUP HOLDINGS CORP,87.17948717948718,transcripts_by_company/Crayon_Group_Holding_ASA_CurrentQ3.txt,0.97
Zydus Wellness Ltd.,AYR WELLNESS INC,80.0,transcripts_by_company/Zydus_Wellness_Ltd_2023Q1.txt,-0.3
Com2uS Corp,COMPUSA INC,76.92307692307692,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.03
Banca Sistema Spa,BANCO BPM SPA,66.66666666666666,transcripts_by_company/Banca_Sistema_Spa_2023Q1.txt,0.38
Pokarna Limited,O'GARA,66.66666666666666,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.67
Greaves Cotton Ltd,COTTON STATES LIFE,68.75,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.19
KPR Mill Limited,1SR ILL CORP,66.66666666666666,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.2
Alma Media Oyj,24/7 MEDIA INC,71.42857142857143,transcripts_by_company/Martha_Stewart_Living_Omnimedia_2007Q2.txt,-0.45
Bata India Limited,BAT INDS PLC,77.77777777777777,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.15
Rico Auto Industries Ltd.,IE INDUSTRIES,86.95652173913044,transcripts_by_company/CSK_Auto_Inc_2005Q3.txt,0.09
Eolus Vind AB,EMONS INDS INC,70.0,transcripts_by_company/Saba_2006Q1.txt,
"Knopp Neurosciences, Inc.",ATHENA NEUROSCIENCES INC,81.25,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.13
Immunicum AB,IMMUNIC INC,87.5,transcripts_by_company/Immunicum_AB_2023Q1.txt,-3.93
Qt Group Plc,IT GROUP INC,87.5,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.11
Airspan Networks Holdings Inc.,AIRSPAN NETWORKS HOLDINGS INC,100.0,transcripts_by_company/Airspan_Networks_Holdings_Inc_2023Q3.txt,-0.75
Remedy Entertainment Oyj,REMEDY CORPORATION,100.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.06
EXASOL AG,EASCO CORP,72.72727272727272,transcripts_by_company/ConAgra_Foods_Inc_2006Q3.txt,
Step One Clothing Limited,ONE PRICE CLOTHING STORES,82.75862068965517,transcripts_by_company/Conexant_Systems_2007Q2.txt,0.04
"Nightfood Holdings, Inc.",NIGHTFOOD HOLDINGS INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.03
MustGrow Biologics Corp.,MUSTGROW BIOLOGICS CORP,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,-0.04
Skyharbour Resources Ltd.,AUR RESOURCES INC,81.81818181818181,transcripts_by_company/WPS_Resources_2007Q1.txt,0.85
Empreendimentos Pague Menos S.A.,AGRA EMPREENDIMENTOS IMOBILIARIO,71.42857142857143,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.16
HAV Group ASA,BHA GROUP INC,88.88888888888889,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.49
IQGeo Group plc,GEO GROUP INC,90.0,transcripts_by_company/IQGeo_Group_plc_2023Q3.txt,1.32
Anora Group Plc,ANOTO GROUP AB,81.81818181818181,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
East Side Games Group Inc.,CS GROUP INC,76.92307692307692,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.25
Bossard Holding AG,ARM HOLDING PLC,77.77777777777777,transcripts_by_company/Bossard_Holding_AG_2023Q3.txt,0.38
Flowtech Fluidpower plc,TOWER TECH INC,62.06896551724138,transcripts_by_company/Tetra_Tech_2007Q2.txt,-0.68
Boa Vista Serviços S.A.,VISTA RES CORP,71.42857142857143,transcripts_by_company/Navistar_International_2007Q2.txt,0.543
Farmers Edge Inc,FARMERS GROUP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Pieridae Energy Limited,PRIMA ENERGY CORPORATION,81.48148148148148,transcripts_by_company/Duke_Energy_Corporation_CurrentQ4.txt,0.52
DEUTZ Aktiengesellschaft,ANGELL CARE,51.42857142857143,transcripts_by_company/G_and_K_Services_Inc_2003Q3.txt,-0.39
Property Franchise Group PLC,FRANCHISE GROUP INC,100.0,transcripts_by_company/Property_Franchise_Group_plc_2023Q3.txt,1.29
IronNet Inc,IRONNET INC,100.0,transcripts_by_company/IronNet_Inc_2023Q2.txt,-0.9
Proximar Seafood AS,SHELLS SEAFOOD,66.66666666666666,transcripts_by_company/Datascope_2005Q2.txt,-0.03
Regal Funds Management Pty Ltd,ARES MANAGEMENT CORP,80.0,transcripts_by_company/Right_Management_Consultants_Inc_2003Q3.txt,0.65
Vision Lithium Inc.,U.S. VISION INC,80.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.1
Grupo SBF S.A.,HSB GROUP INC,77.77777777777777,transcripts_by_company/A_Schulman_2007Q2.txt,0.49
Digitalbox plc,DIGITALGLOBE INC,72.72727272727272,transcripts_by_company/Black_Box_Network_Services_2007Q1.txt,0.03
Xtep International Holdings Limited,TCP INTERNATIONAL HOLDINGS LTD,94.33962264150944,transcripts_by_company/Kimball_International_2007Q2.txt,0.03
Trident Resources Corp.,RELIANT RESOURCES INC,82.35294117647058,transcripts_by_company/FedEx_Corp_2006Q2.txt,-0.3
OHB SE,COUCHBASE INC,66.66666666666666,transcripts_by_company/OHB_SE_2023Q2.txt,-0.19
"Unity Biotechnology, Inc.",UNITY BIOTECHNOLOGY INC,100.0,transcripts_by_company/Unity_Biotechnology_Inc_2023Q2.txt,-0.28
Scanfil plc,SANIFILL INC,80.0,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,0.43
"Nighthawk Biosciences, Inc.",NIGHTHAWK BIOSCIENCES INC,100.0,transcripts_by_company/Nighthawk_Biosciences_Inc_2023Q2.txt,-0.32
Dimed SA Distribuidora de Medicamentos,SENDAS DISTRIBUIDORA SA,78.78787878787878,transcripts_by_company/Dimed_SA_Distribuidora_de_Medicamentos_2023Q3.txt,0.8
Qt Group Oyj,SONERA GROUP OYJ,85.71428571428571,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
"Tempest Therapeutics, Inc.",TEMPEST THERAPEUTICS INC,100.0,transcripts_by_company/Tempest_Therapeutics_Inc_2023Q2.txt,-1.18
Northcoders Group PLC,CS GROUP INC,76.92307692307692,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.25
"PureCycle Technologies, Inc.",PURECYCLE CORP,100.0,transcripts_by_company/PureCycle_Technologies_Inc_CurrentQ4.txt,
VOR BIOPHARMA INC.,VOR BIOPHARMA INC,100.0,transcripts_by_company/VOR_BIOPHARMA_INC_2023Q2.txt,-0.61
Nexus Minerals Limited,PHX MINERALS INC,80.0,transcripts_by_company/Nexus_Minerals_Limited_2023Q2.txt,-0.18
"WISA Technologies, Inc.",WISA TECHNOLOGIES INC,100.0,transcripts_by_company/WISA_Technologies_Inc_2023Q2.txt,-0.26
CTP N.V.,CBT CORP,66.66666666666666,transcripts_by_company/STMicroelectronics_NV_CurrentQ4.txt,-1.55
"Wireless Telecom Group, Inc.",WIRELESS TELECOM GROUP INC,100.0,transcripts_by_company/Wireless_Telecom_Group_Inc_2023Q3.txt,-0.06
"UFP Technologies, Inc.","UFP TECHNOLOGIES, INC.",100.0,transcripts_by_company/UFP_Technologies_Inc_2023Q2.txt,0.64
Tenet Fintech Group Inc.,TENET FINTECH GROUP INC,100.0,transcripts_by_company/Tenet_Fintech_Group_Inc_2023Q3.txt,
Arion banki hf,ARIZ COMM BANK,64.28571428571428,transcripts_by_company/Independence_Community_Bank_Corp_2002Q3.txt,0.04
Huddly AS,AUDACY INC,53.333333333333336,transcripts_by_company/Huddly_AS_2023Q4.txt,-0.08
"Barrett Productions, LLC",BARRETT RES CORP,77.77777777777777,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.85
Kalpataru Power Transmission Limited,DATA TRANSMISSION NETWORK CO,71.69811320754717,transcripts_by_company/ISSI_2004Q3.txt,-0.02
Magnora ASA,AGORA INC,83.33333333333333,transcripts_by_company/Magnora_ASA_2023Q3.txt,-0.24
VERBIO Vereinigte BioEnergie AG,FOUR RIVERS BIOENERGY INC,57.142857142857146,transcripts_by_company/ConAgra_Foods_Inc_2006Q3.txt,
BW Epic Kosan Ltd.,EPIC BANCORP,64.0,transcripts_by_company/BW_Epic_Kosan_Ltd_2023Q3.txt,0.32
Azelis Group NV,AEGIS GROUP PLC,86.95652173913044,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
Ignitis grupė AB,UNITI GROUP INC,78.26086956521739,transcripts_by_company/Ignitis_grupė_AB_2023Q2.txt,0.21
Banco Inter SA,BANKINTER SA,80.0,transcripts_by_company/Banco_Inter_SA_2023Q3.txt,
Diagnósticos da América S.A.,ATLANTIC AMERICAN CORP,68.42105263157895,transcripts_by_company/Datascope_2005Q2.txt,
CTP NV,CBT CORP,66.66666666666666,transcripts_by_company/MGIC_Investment_2006Q3.txt,-1.55
Mateus Group,MATEC CORP,72.72727272727272,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.02
MPS Limited.,MPS GROUP INC,100.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.06
Even Construtora e Incorporadora S.A.,CONSOL ENERGY INCORPORATED,65.51724137931035,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.15
UFO Moviez India Limited,LIFE OF INDIANA,64.51612903225806,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,
ZOO Digital Group plc,DIGITAL DOMAIN MEDIA GROUP INC,86.66666666666667,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.59
Safari Investments (RSA) Limited,ASR INVESTMENTS CORPORATION,84.61538461538461,transcripts_by_company/RSA_Security_2006Q3.txt,0.65
Sosandar plc,ALCO STANDARD,66.66666666666666,transcripts_by_company/Robbins_and_Myers_2002Q1.txt,0.3
Emira Property Fund,IRT PROPERTY CO,80.0,transcripts_by_company/Simon_Property_Group_2005Q2.txt,
OpSens Inc.,JOSTENS INC,76.92307692307692,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
"Nitro Software, Ltd.",UNITY SOFTWARE INC,85.71428571428571,transcripts_by_company/Take-Two_Interactive_Software_Inc_2004Q1.txt,-0.18
Fred. Olsen Renewables,FRED OLSEN ENERGY ASA,74.07407407407408,transcripts_by_company/New_Focus_Inc_2002Q2.txt,-4.72
Megaport Limited,HEARTPORT INC,70.58823529411765,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,-0.31
Salona Global Medical Device Corporation,GLOBAL MEDICAL REIT INC,84.84848484848484,transcripts_by_company/Salona_Global_Medical_Device_Corporation_2023Q2.txt,0.03
Exro Technologies Inc.,NEXAR TECHNOLOGIES CORPORATION,91.42857142857144,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Atalaya Mining plc,CALLAHAN MINING,75.86206896551724,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,-0.24
Tallink Silja Oy,VITALINK COMMS,60.0,transcripts_by_company/La-Z-Boy_Inc_2006Q2.txt,0.18
The Karnataka Bank Limited,MACATAWA BANK CORP,74.07407407407408,transcripts_by_company/The_Karnataka_Bank_Limited_2023Q2.txt,0.19
"Silver Tiger Metals, Inc.",SILVERCORP METALS INC,77.77777777777777,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.05
Silver Crest Acquisition Corporation,GX ACQUISITION CORP,88.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-2.69
BSA Ltd,BAA,66.66666666666666,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,
"Alta Equipment Group, Inc.",ALTA EQUIPMENT GROUP INC,100.0,transcripts_by_company/Alta_Equipment_Group_Inc_2023Q3.txt,0.17
TriStar Gold Inc.,TRISTAR CORPORATION,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.03
Greenlane Renewables Inc.,MONTAUK RENEWABLES INC,71.42857142857143,transcripts_by_company/Greenlane_Renewables_Inc_2023Q1.txt,0.13
Innoviz Technologies Ltd,INNOVIZ TECHNOLOGIES LTD,100.0,transcripts_by_company/Innoviz_Technologies_Ltd_2023Q3.txt,-0.21
Know Labs Inc.,KNOW LABS INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.07
"Pear Therapeutics, Inc.",PEAR THERAPEUTICS INC,100.0,transcripts_by_company/Pear_Therapeutics_Inc_2023Q3.txt,0.04
"Carver Bancorp, Inc.",CARVER BANCORP INC,100.0,transcripts_by_company/Carver_Bancorp_Inc_2023Q3.txt,
Forma Therapeutics Holdings Inc.,FORMA THERAPEUTICS HOLDINGS INC,100.0,transcripts_by_company/Forma_Therapeutics_Holdings_Inc_2023Q3.txt,-1.1
Freedom Holding Corp.,FREEDOM ACQUISITION HOLDING INC,100.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.07
Indo Count Industries Ltd.,IE INDUSTRIES,86.95652173913044,transcripts_by_company/Electro_Scientific_Industries_Inc_2007Q3.txt,0.09
Lumax Auto Technologies Ltd.,EP TECHNOLOGIES,88.88888888888889,transcripts_by_company/Lumax_Auto_Technologies_Ltd_2023Q3.txt,-0.05
Somany Ceramics Limited,GEN CERAMICS,80.0,transcripts_by_company/CARBO_Ceramics_2007Q1.txt,-1.48
dip Corporation,CDI CORP,66.66666666666666,transcripts_by_company/Meredith_Corporation_2007Q2.txt,
If P&amp;C Insurance AS,FAI INSURANCE,81.81818181818181,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Grupo Mateus SA,GRUPO IMSA SA,72.72727272727272,transcripts_by_company/Saba_2006Q1.txt,4.17
Blackboxstocks Inc.,BLACKBOXSTOCKS INC,100.0,transcripts_by_company/Blackboxstocks_Inc_2023Q4.txt,-0.1
"Codex DNA, Inc.",CODEX DNA INC,100.0,transcripts_by_company/Codex_DNA_Inc_2023Q3.txt,-0.5
Gufic Biosciences Limited,CN BIOSCIENCES INC,88.0,transcripts_by_company/Research_In_Motion_Limited_2007Q2.txt,0.22
EQS Group AG,CS GROUP INC,82.35294117647058,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,-0.25
Lion Corporation,DELHAIZE-LE LION,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,
Com2uS Corp.,COMPUSA INC,76.92307692307692,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.03
"Forge Global Holdings, Inc",FORGE GLOBAL HOLDINGS INC,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.12
Radico Khaitan Limited,KING RADIO,75.0,transcripts_by_company/Journal_Register_Co_2002Q2.txt,0.4
GQG Partners Inc.,GLG PARTNERS INC,91.66666666666669,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.01
Ignitis Group AB,UNITI GROUP INC,83.33333333333333,transcripts_by_company/Ignitis_Group_AB_2023Q3.txt,0.21
Chesnara plc,CENCORA INC,66.66666666666666,transcripts_by_company/Chesnara_plc_2023Q3.txt,2.62
China Overseas Land &amp; Investment Limited,GSC INVESTMENT CORP,83.33333333333333,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.0
Energy One Limited,JONES ENERGY INC,90.9090909090909,transcripts_by_company/Conexant_Systems_2007Q2.txt,-0.29
Codere Online Luxembourg SA,CODERE ONLINE LUXEMBOURG SA,100.0,transcripts_by_company/Codere_Online_Luxembourg_SA_2023Q3.txt,
BetMakers Technology Group Limited,ART TECHNOLOGY GROUP INC,88.88888888888889,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,0.05
"Adial Pharmaceuticals, Inc.",ADIAL PHARMACEUTICALS INC,100.0,transcripts_by_company/Adial_Pharmaceuticals_Inc_2023Q2.txt,-0.16
Property Franchise Group plc,FRANCHISE GROUP INC,100.0,transcripts_by_company/Property_Franchise_Group_plc_2023Q3.txt,1.19
Horisont Energi,ORRON ENERGY AB,74.07407407407408,transcripts_by_company/On_Assignment_2007Q3.txt,0.1
Simply Better Brands Corp.,A&W BRANDS,75.0,transcripts_by_company/FedEx_Corp_2006Q2.txt,0.27
1Spatial plc,"SPATIALIGHT, INC.",73.6842105263158,transcripts_by_company/Group_1_Automotive_2007Q3.txt,-0.11
BluMetric Environmental Inc.,ENVIRONMENTAL PR,89.65517241379311,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.16
Pureprofile Ltd,HYPERFINE INC,60.0,transcripts_by_company/Pureprofile_Ltd_2023Q3.txt,-0.33
"Procaps Group, S.A.",PROCAPS GROUP SA,100.0,transcripts_by_company/Procaps_Group_SA_2023Q3.txt,
Waterdrop Inc.,WATERDROP INC,100.0,transcripts_by_company/Waterdrop_Inc_2023Q3.txt,
Quixant plc,EQUANT NV,76.92307692307692,transcripts_by_company/ARM_Holdings_Plc_2002Q4.txt,
ENGAGE XR Holdings Plc,ENGAGE INC.,100.0,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,
Libstar Holdings Limited,STR HOLDINGS INC,85.71428571428571,transcripts_by_company/PSi_TECHNOLOGIES_HOLDINGS_2002Q1.txt,-2.09
Kazia Therapeutics Limited,KAZIA THERAPEUTICS LTD,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-1.861
Crossword Cybersecurity Plc,RSA SECURITY,62.857142857142854,transcripts_by_company/RSA_Security_2006Q3.txt,0.14
BioVie Inc,BIOVIE INC,100.0,transcripts_by_company/BioVie_Inc_2023Q4.txt,-0.38
"RenovoRx, Inc.",RENOVORX INC,100.0,transcripts_by_company/RenovoRx_Inc_2023Q3.txt,-0.24
"Fibra Mty, S.A.P.I. de C.V.",BETTERWARE DE MEXICO SAPI DE CV,66.66666666666666,transcripts_by_company/Fibra_Mty_SAPI_de_CV_2023Q4.txt,0.175
Rallis India Ltd.,MARSHALL IND,66.66666666666666,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,1.3
Billerud AB (publ),G5 ENTERTAINMENT AB (PUBL),60.869565217391305,transcripts_by_company/Billerud_AB_publ_2023Q3.txt,-0.295
PSP Projects Ltd.,OGDEN PROJECTS,80.0,transcripts_by_company/Everest_Re_Group_Ltd_2007Q3.txt,0.39
OnTheMarket plc,NEWMARKET CORP,80.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,24.64
"Paycore Minerals, Inc.",PHX MINERALS INC,80.0,transcripts_by_company/Paycore_Minerals_Inc_2023Q4.txt,0.12
Orezone Gold Corporation,OREZONE RESOURCES INC,73.6842105263158,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.01
Nicola Mining Inc.,HECLA MINING CO,80.0,transcripts_by_company/Nicola_Mining_Inc_2023Q4.txt,-0.02
Element 29 Resources Inc.,RARE ELEMENT RESOURCES LTD,91.89189189189187,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,
Talenom Oyj,TALEO CORP,62.5,transcripts_by_company/Stora_Enso_Oyj_2023Q4.txt,1.06
Idaho Champion Gold Mines Canada Inc.,FURY GOLD MINES LTD,80.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,-0.05
Liberty Media Acquisition Corporation,LIBERTY MEDIA CORP,100.0,transcripts_by_company/Meredith_Corporation_2007Q2.txt,-0.1
Senetas Corporation Limited,THE NEWS CORPORATION LIMITED,85.71428571428571,transcripts_by_company/Meredith_Corporation_2007Q2.txt,0.21
"Modiv Industrial, Inc.",MODIV INC,100.0,transcripts_by_company/Modiv_Industrial_Inc_2023Q3.txt,0.35
Balwin Properties Limited,CURBLINE PROPERTIES CORP.,83.33333333333333,transcripts_by_company/Centerpoint_Properties_Trust_2005Q4.txt,
RS Group plc,WCRS GROUP PLC,88.88888888888889,transcripts_by_company/Principal_Financial_Group_2007Q3.txt,
Xperi Inc.,XPERI CORP,100.0,transcripts_by_company/The_Great_Atlantic_and_Pacific_Tea_Co_Inc_2001Q3.txt,0.83
"Angel Oak Mortgage REIT, Inc",ANGEL OAK MORTGAGE INC,100.0,transcripts_by_company/Angel_Oak_Mortgage_REIT_Inc_2023Q4.txt,0.84
