ticker,period,eps_actual,eps_forecast,transcript_path,cosine,nnw
RAYONIER ADVANCED MATERIALS INC,3.0,-0.21,0.01,transcripts_by_company/Rayonier_Inc_2021Q3.txt,0.12219551205635071,0.8778044879436493
EMERSON ELECTRIC CO,1.0,0.74,0.84,transcripts_by_company/Emerson_Electric_Co_2012Q1.txt,0.22162088751792908,0.7783791124820709
GENCORP INC,1.0,0.06,0.04,transcripts_by_company/GenCorp_Inc_2008Q1.txt,0.10050282627344131,0.8994971737265587
TARGA RESOURCES CORP,1.0,-0.03,0.0,transcripts_by_company/Targa_Resources_Corp_2018Q1.txt,0.11298093944787979,0.8870190605521202
"NUTRI/SYSTEM, INC.",2.0,0.96,0.78,transcripts_by_company/NutriSystem_Inc_2007Q2.txt,0.14936082065105438,0.8506391793489456
RPM INTERNATIONAL INC,4.0,0.52,0.75,transcripts_by_company/RPM_International_Inc_2018Q4.txt,0.3770308494567871,0.6229691505432129
FORTIS INC,4.0,0.56,0.66,transcripts_by_company/Fortis_Healthcare_Limited_2018Q4.txt,0.25352564454078674,0.7464743554592133
RAMBUS INC,4.0,0.29,-0.1,transcripts_by_company/Rambus_Inc_2010Q4.txt,0.20611169934272766,0.7938883006572723
GFI GROUP INC,2.0,0.06,0.06,transcripts_by_company/GFI_Group_Inc_2013Q2.txt,0.14882422983646393,0.8511757701635361
"KRAFT FOODS, INC.",4.0,0.44,0.47,transcripts_by_company/Kraft_Foods_2007Q4.txt,0.22638659179210663,0.7736134082078934
"WESBANCO, INC.",2.0,0.71,0.72,transcripts_by_company/WesBanco_Inc_2018Q2.txt,0.3135387599468231,0.6864612400531769
SHIP FINANCE INTERNATIONAL LTD,1.0,0.25,0.27,transcripts_by_company/Ship_Finance_International_Limited_2018Q1.txt,0.09416189789772034,0.9058381021022797
LOUISIANA-PACIFIC CORP,2.0,-0.03,0.39,transcripts_by_company/Louisiana-Pacific_Corporation_2014Q2.txt,0.1436139941215515,0.8563860058784485
CPI CARD GROUP INC,4.0,0.0,0.16,transcripts_by_company/CPI_Card_Group_Inc_2016Q4.txt,0.1153547391295433,0.8846452608704567
CHESAPEAKE CORP,3.0,0.13,0.07,transcripts_by_company/Chesapeake_Energy_2006Q3.txt,0.2101598083972931,0.7898401916027069
NEOSE TECHNOLOGIES INC,2.0,-0.47,-0.57,transcripts_by_company/Neose_Technologies_Inc_2004Q2.txt,0.23169371485710144,0.7683062851428986
ENDURANCE INTERNATIONAL GROUP HO,1.0,-0.02,0.0,transcripts_by_company/Endurance_International_Group_Holdings_Inc_2019Q1.txt,0.04445395618677139,0.9555460438132286
NEXPOINT REAL ESTATE FINANCE INC,2.0,0.56,0.64,transcripts_by_company/NexPoint_Real_Estate_Finance_Inc_2022Q2.txt,0.18326979875564575,0.8167302012443542
NORTHFIELD LABORATORIES INC,2.0,-0.31,-0.27,transcripts_by_company/Northfield_Laboratories_2006Q2.txt,0.2466735690832138,0.7533264309167862
LUMENTUM HOLDINGS INC,4.0,1.52,1.81,transcripts_by_company/Lumentum_Holdings_Inc_2022Q4.txt,0.15729746222496033,0.8427025377750397
TURKCELL ILETISIM HIZMETLERI AS,2.0,0.28,0.28,transcripts_by_company/Turkcell_Iletisim_Hizmetleri_AS_2009Q2.txt,0.09870436042547226,0.9012956395745277
COLUMBIA SPORTSWEAR CO,2.0,-0.21,-0.2,transcripts_by_company/Columbia_Sportswear_Company_2013Q2.txt,0.20802709460258484,0.7919729053974152
NAVTEQ CORPORATION,4.0,0.29,0.28,transcripts_by_company/NAVTEQ_Corp_2005Q4.txt,0.13499139249324799,0.865008607506752
SAPPI LTD,1.0,0.66,0.26,transcripts_by_company/Sappi_Limited_2008Q1.txt,0.15965938568115234,0.8403406143188477
AGERE SYSTEMS INC,2.0,-0.12,-0.13,transcripts_by_company/Agere_Systems_2002Q2.txt,0.17440108954906464,0.8255989104509354
APPLIED OPTOELECTRONICS INC,4.0,-0.02,0.69,transcripts_by_company/Applied_Optoelectronics_Inc_2018Q4.txt,0.11018040776252747,0.8898195922374725
CUBESMART,1.0,0.19,0.19,transcripts_by_company/CubeSmart_2019Q1.txt,0.0983271524310112,0.9016728475689888
AKAMAI TECHNOLOGIES INC,4.0,0.4,0.38,transcripts_by_company/Akamai_Technologies_Inc_2010Q4.txt,0.074315644800663,0.925684355199337
