ticker,period,eps_actual,eps_forecast,transcript_path,cosine,nnw
VALEANT PHARMACEUTICALS INTERNAT,2.0,1.34,1.22,transcripts_by_company/Valeant_Pharmaceuticals_International_Inc_2013Q2.txt,0.10649152100086212,0.8935084789991379
FASTENAL CO,4.0,0.59,0.58,transcripts_by_company/Fastenal_Company_2018Q4.txt,0.16220839321613312,0.8377916067838669
IMMUNOGEN INC,4.0,-0.17,-0.23,transcripts_by_company/ImmunoGen_Inc_2021Q4.txt,0.276127427816391,0.723872572183609
INTERMUNE INC,3.0,-0.67,-0.32,transcripts_by_company/InterMune_Inc_2006Q3.txt,0.34231823682785034,0.6576817631721497
ARTHUR J GALLAGHER & CO,4.0,0.59,0.68,transcripts_by_company/Arthur_J_Gallagher_and_Company_2015Q4.txt,0.18685604631900787,0.8131439536809921
W&T OFFSHORE INC,1.0,0.29,1.21,transcripts_by_company/WandT_Offshore_Inc_2007Q1.txt,0.14822828769683838,0.8517717123031616
NISOURCE INC,2.0,0.13,0.16,transcripts_by_company/NiSource_Incorporated_2004Q2.txt,0.1353372037410736,0.8646627962589264
GOPRO INC,4.0,0.41,0.42,transcripts_by_company/GoPro_Inc_2021Q4.txt,0.21047532558441162,0.7895246744155884
XO GROUP INC,4.0,0.09,0.05,transcripts_by_company/XO_Group_Inc_2011Q4.txt,0.14478382468223572,0.8552161753177643
MEDICAL PROPERTIES TRUST INC,3.0,0.13,0.13,transcripts_by_company/Medical_Properties_Trust_Inc_2009Q3.txt,0.2821516692638397,0.7178483307361603
SUSSER HOLDINGS CORP,2.0,0.37,0.24,transcripts_by_company/Susser_Holdings_Corp_2007Q2.txt,0.16293932497501373,0.8370606750249863
KANSAS CITY SOUTHERN,3.0,0.32,0.17,transcripts_by_company/Kansas_City_Southern_2006Q3.txt,0.33893513679504395,0.661064863204956
TEVA PHARMACEUTICAL INDUSTRIES L,2.0,0.56,0.58,transcripts_by_company/Teva_Pharmaceutical_Industries_Limited_2023Q2.txt,0.1824640929698944,0.8175359070301056
ENTROPIC COMMUNICATIONS INC,4.0,0.08,0.08,transcripts_by_company/Entropic_Communications_Inc_2012Q4.txt,0.32284247875213623,0.6771575212478638
MPLX LP,4.0,1.1,0.91,transcripts_by_company/MPLX_LP_2023Q4.txt,0.18545259535312653,0.8145474046468735
IMPAC MORTGAGE HOLDINGS INC,2.0,0.27,0.31,transcripts_by_company/Impac_Mortgage_Holdings_Inc_2006Q2.txt,0.14297756552696228,0.8570224344730377
APPLIED INDUSTRIAL TECHNOLOGIES,1.0,0.39,0.3,transcripts_by_company/Applied_Industrial_Technologies_2010Q1.txt,0.28716176748275757,0.7128382325172424
RPM INTERNATIONAL INC,1.0,0.2,0.15,transcripts_by_company/RPM_International_Inc_2015Q1.txt,0.12954729795455933,0.8704527020454407
NOVA CHEMICALS CORP,4.0,-2.3,0.77,transcripts_by_company/NOVA_Chemicals_2008Q4.txt,0.08590998500585556,0.9140900149941444
COOPER TIRE & RUBBER CO,3.0,0.29,0.31,transcripts_by_company/Cooper_Tire_and_Rubber_2007Q3.txt,0.1925700157880783,0.8074299842119217
CABOT CORP,2.0,0.06,0.38,transcripts_by_company/Cabot_Microelectronics_2009Q2.txt,0.33349767327308655,0.6665023267269135
KEYSTONE AUTOMOTIVE INDUSTRIES,4.0,0.25,0.35,transcripts_by_company/Keystone_Automotive_2004Q4.txt,0.38131919503211975,0.6186808049678802
HENRY SCHEIN INC,4.0,0.7,0.67,transcripts_by_company/Henry_Schein_2006Q4.txt,0.29729026556015015,0.7027097344398499
GLADSTONE LAND CORP,3.0,-0.03,-0.01,transcripts_by_company/Gladstone_Land_Corporation_2019Q3.txt,0.18219366669654846,0.8178063333034515
SUNRISE SENIOR LIVING INC,3.0,0.41,0.48,transcripts_by_company/Sunrise_Senior_Living_Inc_2004Q3.txt,0.18233883380889893,0.8176611661911011
LEVI STRAUSS & CO,4.0,0.34,0.41,transcripts_by_company/Levi_Strauss_and_Co_2022Q4.txt,0.2384156733751297,0.7615843266248703
"SPATIALIGHT, INC.",2.0,-0.1,-0.04,transcripts_by_company/Tiscali_SpA_2005Q2.txt,0.20831480622291565,0.7916851937770844
ALNYLAM PHARMACEUTICALS INC,3.0,-0.23,-0.38,transcripts_by_company/Alnylam_Pharmaceuticals_2006Q3.txt,0.2140129953622818,0.7859870046377182
CALITHERA BIOSCIENCES INC,3.0,-0.32,-0.37,transcripts_by_company/Calithera_Biosciences_Inc_2020Q3.txt,0.161814346909523,0.838185653090477
PAR TECHNOLOGY C,2.0,0.14,0.08,transcripts_by_company/PAR_Technology_Corporation_2004Q2.txt,0.2910462021827698,0.7089537978172302
SI-BONE INC,4.0,-0.36,-0.28,transcripts_by_company/SI-BONE_Inc_2019Q4.txt,0.15138834714889526,0.8486116528511047
PDI INC,4.0,0.01,0.04,transcripts_by_company/PDI_Inc_2006Q4.txt,0.2591687738895416,0.7408312261104584
WIX.COM LTD,1.0,-0.3,-0.2,transcripts_by_company/Wixcom_Ltd_2014Q1.txt,0.04790341481566429,0.9520965851843357
"DISNEY, WALT",4.0,1.63,1.46,transcripts_by_company/The_Walt_Disney_Company_2015Q4.txt,0.15370267629623413,0.8462973237037659
